student_id,department,semester,course_load,study_hours_weekly,gpa,attendance_pct,has_internship,commute_minutes,scholarship
STU00713,Business,Spring 2024,6,10.1,2.39,88.5,No,30,Department
STU00714,Computer Science,Fall 2023,4,18.7,2.64,71.5,No,,Need-based
STU00715,Business,Fall 2024,6,6.8,2.84,100,No,12,None
STU00716,Computer Science,Spring 2024,4,14.7,2.94,92.6,No,41,Athletic
STU00717,Business,Spring 2024,6,15.6,2.33,83.6,No,5,Department
STU00718,Biology,Spring 2024,6,11.4,2.36,80.1,Yes,39,Merit
STU00719,Business,Fall 2023,5,24.2,3.3,70.3,No,35,None
STU00720,Engineering,Spring 2024,4,17.0,3.15,91.7,No,23,Department
STU00721,Computer Science,Fall 2023,3,23.6,3.64,75.2,Yes,23,None
STU00722,Computer Science,Fall 2023,4,18.9,3.03,56.4,No,39,Department
STU00723,Biology,Fall 2023,3,13.4,3.36,65.6,No,15,Need-based
STU00724,Mathematics,Fall 2023,5,17.5,3.15,70.0,Yes,50,Need-based
STU00725,Business,Fall 2024,3,13.9,2.39,73.1,Yes,24,Athletic
STU00726,Computer Science,Fall 2023,4,13.7,2.56,71.5,No,21,Need-based
STU00727,Computer Science,Fall 2024,6,14.3,2.64,66.5,No,24,Merit
STU00728,Mathematics,Fall 2024,6,17.2,2.69,94.0,No,37,Department
STU00729,Biology,Fall 2023,4,16.7,2.69,74.5,No,27,Department
STU00730,Business,Fall 2024,4,9.5,2.56,90.2,No,7,Department
STU00731,Biology,Spring 2024,3,16.1,2.61,77.4,No,30,Department
STU00732,Computer Science,Spring 2024,4,25.1,3.81,70.2,Yes,23,Merit
STU00733,Computer Science,Fall 2023,6,10.6,2.87,75.6,No,40,Need-based
STU00734,Engineering,Spring 2024,5,8.9,2.63,72.5,Yes,15,Athletic
STU00735,Mathematics,Spring 2024,5,26.4,3.76,100,No,20,None
STU00736,Computer Science,Spring 2024,3,20.1,3.23,67.8,No,11,Merit
STU00737,Business,Fall 2023,5,7.1,2.97,63.8,No,27,Athletic
STU00738,Computer Science,Fall 2024,5,20.3,3.35,79.6,Yes,,Athletic
STU00739,Business,Spring 2024,5,21.9,2.99,84.1,No,14,Merit
STU00740,Biology,Fall 2024,6,15.2,3.25,71.5,No,36,Athletic
STU00741,Mathematics,Fall 2024,3,8.8,2.05,68.1,No,40,Merit
STU00742,Business,Spring 2024,4,11.8,2.63,95.1,Yes,23,None
STU00743,Business,Fall 2024,3,16.7,3.02,68.4,No,38,None
STU00744,Biology,Fall 2023,6,11.8,2.29,63.6,No,,Merit
STU00745,Engineering,Fall 2023,5,26.8,2.31,78.3,No,16,Merit
STU00746,Engineering,Spring 2024,3,21.4,2.79,82.4,Yes,22,None
STU00747,Engineering,Spring 2024,3,15.9,2.48,77.1,No,37,Department
STU00748,Engineering,Fall 2024,5,11.3,3.17,70.4,No,,Need-based
STU00749,Biology,Fall 2024,3,10.6,2.97,65.3,No,22,Athletic
STU00750,Mathematics,Fall 2023,3,12.2,2.35,76.8,No,24,Athletic
STU00751,Biology,Spring 2024,5,7.8,2.85,58.2,No,35,Need-based
STU00752,Mathematics,Fall 2024,4,9.0,2.82,82.8,No,,Need-based
STU00753,Mathematics,Fall 2024,5,21.7,3.41,73.7,Yes,5,Athletic
STU00754,Biology,Fall 2023,5,4.3,2.52,83.4,No,22,Merit
STU00755,Mathematics,Fall 2024,3,14.6,3.11,78.0,Yes,8,None
STU00756,Computer Science,Spring 2024,6,8.8,2.19,91.1,Yes,46,Department
STU00757,Computer Science,Fall 2023,5,21.9,2.48,96.8,No,31,Merit
STU00758,Biology,Spring 2024,4,14.3,2.23,71.3,No,37,Department
STU00759,Computer Science,Fall 2024,5,15.7,2.73,100,No,23,None
STU00760,Biology,Fall 2024,6,6.5,2.45,100,No,47,Merit
STU00761,Mathematics,Fall 2023,4,15.0,2.6,66.6,No,5,Department
STU00762,Computer Science,Spring 2024,4,15.5,2.8,73.9,No,16,Department
STU00763,Computer Science,Spring 2024,3,8.8,2.61,71.5,No,17,Merit
STU00764,Computer Science,Fall 2023,6,13.0,2.89,64.5,No,29,None
STU00765,Computer Science,Spring 2024,6,7.1,2.36,76.7,No,30,Merit
STU00766,Biology,Fall 2023,6,24.4,4.0,44.3,Yes,12,None
STU00767,Mathematics,Fall 2024,3,13.9,2.71,96.0,No,34,Athletic
STU00768,Engineering,Fall 2024,5,12.6,2.61,83.6,No,17,None
STU00769,Business,Spring 2024,4,11.1,2.59,83.2,No,40,Need-based
STU00770,Engineering,Spring 2024,5,20.6,2.93,89.0,Yes,56,Athletic
STU00771,Engineering,Fall 2023,6,19.1,2.12,68.4,No,33,Need-based
STU00772,Mathematics,Fall 2024,4,18.0,3.28,96.1,No,11,Department
STU00773,Computer Science,Fall 2023,6,13.8,2.39,86.0,Yes,17,None
STU00774,Business,Spring 2024,3,13.3,2.84,54.6,No,5,Merit
STU00775,Biology,Fall 2024,5,17.2,2.91,84.1,No,38,Need-based
STU00776,Computer Science,Fall 2023,3,7.9,1.96,67.3,No,19,Merit
STU00777,Computer Science,Fall 2024,5,25.7,3.1,63.4,No,34,Athletic
STU00778,Mathematics,Fall 2024,6,15.6,2.82,70.7,No,21,Need-based
STU00779,Biology,Spring 2024,6,3.5,2.95,88.0,Yes,,Merit
STU00780,Biology,Fall 2024,3,19.6,2.87,60.5,Yes,34,Department
STU00781,Engineering,Spring 2024,3,17.8,3.37,89.1,Yes,21,Need-based
STU00782,Business,Fall 2023,5,19.6,3.31,82.7,Yes,38,Athletic
STU00783,Engineering,Spring 2024,6,16.4,2.62,63.1,No,32,None
STU00784,Computer Science,Spring 2024,6,14.8,2.95,78.8,Yes,30,None
STU00785,Biology,Spring 2024,6,14.7,2.9,75.3,No,27,None
STU00786,Business,Fall 2023,6,21.4,3.15,77.3,No,13,Department
STU00787,Mathematics,Fall 2023,4,11.3,2.78,75.0,Yes,35,Need-based
STU00788,Engineering,Spring 2024,4,23.8,3.65,76.5,Yes,7,None
STU00789,Business,Fall 2023,3,13.5,2.51,80.2,No,22,Athletic
STU00790,Engineering,Fall 2023,4,13.8,3.01,70.0,No,11,Merit
STU00791,Computer Science,Fall 2024,4,22.9,3.08,76.1,No,5,Department
STU00792,Engineering,Fall 2023,5,18.9,2.62,67.5,No,46,None
STU00793,Mathematics,Fall 2024,4,21.6,3.09,64.8,No,25,Athletic
STU00794,Biology,Fall 2024,5,20.5,3.26,67.0,No,19,Athletic
STU00795,Computer Science,Fall 2024,4,11.8,2.57,55.3,No,25,Department
STU00796,Computer Science,Fall 2024,3,15.7,3.05,72.4,Yes,30,Department
STU00797,Biology,Spring 2024,5,18.1,2.75,62.6,No,32,Department
STU00798,Biology,Spring 2024,6,11.9,2.1,84.8,No,13,Department
STU00799,Mathematics,Spring 2024,4,10.5,1.97,66.5,No,50,Need-based
STU00800,Business,Fall 2023,3,22.0,3.21,87.8,Yes,,None
STU00801,Mathematics,Spring 2024,4,3.1,1.67,87.1,No,20,Athletic
STU00802,Engineering,Fall 2024,5,11.7,3.01,77.3,No,36,Need-based
STU00803,Business,Fall 2023,4,14.4,2.51,72.7,No,5,Department
STU00804,Biology,Fall 2023,6,18.7,3.65,80.8,Yes,15,Department
STU00805,Business,Fall 2023,3,25.5,2.76,74.5,No,23,Need-based
STU00806,Biology,Spring 2024,3,19.4,3.25,77.2,Yes,19,Department
STU00807,Biology,Fall 2024,3,10.9,1.96,76.9,No,34,Department
STU00808,Computer Science,Fall 2024,3,11.2,2.81,62.8,Yes,5,Need-based
STU00809,Engineering,Fall 2024,4,23.2,2.7,83.3,No,30,Department
STU00810,Mathematics,Spring 2024,6,7.0,2.35,71.6,No,33,Department
STU00811,Computer Science,Fall 2023,4,17.0,3.34,57.4,Yes,28,Merit
STU00812,Engineering,Fall 2024,6,14.2,2.85,97.6,Yes,6,None
STU00813,Engineering,Fall 2023,4,22.3,2.91,86.3,No,32,Department
STU00814,Biology,Fall 2023,3,18.4,2.93,73.9,No,20,Department
STU00815,Business,Fall 2023,3,15.5,2.75,53.8,No,19,Department
STU00816,Computer Science,Fall 2023,4,15.0,2.22,75.0,Yes,7,Department
STU00817,Computer Science,Spring 2024,6,10.9,2.62,86.6,No,12,Department
STU00818,Business,Fall 2024,4,20.9,3.01,67.8,Yes,10,Need-based
STU00819,Computer Science,Fall 2024,3,17.5,3.36,100,No,26,Need-based
STU00820,Mathematics,Fall 2023,4,14.2,3.15,82.2,Yes,38,Athletic
STU00821,Mathematics,Fall 2024,4,15.3,2.96,65.7,Yes,33,Need-based
STU00822,Computer Science,Spring 2024,3,10.8,2.22,79.1,No,32,Department
STU00823,Biology,Fall 2024,6,14.8,3.45,90.2,Yes,5,Department
STU00824,Engineering,Fall 2024,4,13.8,2.56,70.3,No,41,Need-based
STU00825,Biology,Spring 2024,6,16.9,2.7,95.0,No,15,Need-based
STU00826,Engineering,Spring 2024,3,12.7,2.92,59.8,Yes,13,Merit
STU00827,Business,Fall 2023,3,1.0,1.94,68.0,No,40,Department
STU00828,Biology,Spring 2024,4,16.3,3.54,81.0,No,44,None
STU00829,Business,Fall 2024,4,18.8,3.13,96.5,No,24,Athletic
STU00830,Business,Fall 2023,3,11.5,2.51,79.3,No,28,Athletic
STU00831,Biology,Fall 2023,6,11.7,2.16,59.8,No,18,None
STU00832,Biology,Spring 2024,4,21.9,3.48,74.2,No,18,Department
STU00833,Computer Science,Fall 2023,3,14.3,2.75,94.7,No,21,Athletic
STU00834,Mathematics,Fall 2024,6,18.1,3.51,81.6,Yes,40,Athletic
STU00835,Biology,Spring 2024,6,17.1,3.14,90.2,No,12,Department
STU00836,Mathematics,Fall 2023,4,26.0,2.74,97.3,No,36,Athletic
STU00837,Engineering,Fall 2024,5,2.8,2.88,67.5,No,36,Department
STU00838,Biology,Spring 2024,5,24.2,3.16,90.9,No,38,Department
STU00839,Biology,Fall 2023,4,8.9,2.65,55.1,No,48,Department
STU00840,Mathematics,Fall 2023,4,14.6,3.18,74.6,No,7,Merit
STU00841,Engineering,Fall 2023,5,17.0,2.84,80.0,No,40,Department
STU00842,Computer Science,Fall 2023,4,12.1,2.08,69.5,No,27,None
STU00843,Business,Spring 2024,3,8.0,2.28,86.0,No,18,None
STU00844,Mathematics,Fall 2023,6,17.2,2.82,69.4,No,35,Merit
STU00845,Engineering,Fall 2023,5,21.5,3.1,82.9,Yes,35,Need-based
STU00846,Biology,Fall 2023,4,21.2,3.24,77.6,No,14,Need-based
STU00847,Engineering,Fall 2024,4,15.3,3.08,55.8,Yes,37,Merit
STU00848,Computer Science,Fall 2023,3,14.7,2.67,62.6,No,8,Need-based
STU00849,Business,Spring 2024,6,12.0,2.29,88.6,No,35,Department
STU00850,Engineering,Fall 2023,4,22.7,3.01,83.9,No,34,Need-based
STU00851,Biology,Fall 2023,6,21.6,2.88,56.5,No,17,Merit
STU00852,Business,Fall 2024,4,9.3,3.06,90.9,No,27,Department
STU00853,Business,Fall 2024,4,22.9,2.95,63.7,No,,None
STU00854,Mathematics,Spring 2024,4,21.6,3.73,76.9,Yes,10,Need-based
STU00855,Computer Science,Fall 2024,6,21.3,3.39,68.7,Yes,45,None
STU00856,Engineering,Spring 2024,5,13.3,3.53,91.0,No,26,Athletic
STU00857,Biology,Spring 2024,4,10.5,2.83,70.1,No,15,Merit
STU00858,Mathematics,Fall 2024,3,15.6,3.25,67.6,No,18,Department
STU00859,Engineering,Spring 2024,3,19.8,3.24,89.6,Yes,14,Athletic
STU00860,Computer Science,Fall 2024,6,12.0,2.52,94.6,No,5,Merit
STU00861,Computer Science,Fall 2024,3,10.8,2.79,85.5,No,9,Need-based
STU00862,Business,Fall 2023,5,12.1,2.37,83.1,No,28,Athletic
STU00863,Mathematics,Fall 2024,6,13.3,3.18,76.0,No,18,None
STU00864,Biology,Fall 2023,5,1.7,2.26,69.7,No,31,Athletic
STU00865,Engineering,Spring 2024,6,16.1,2.99,94.9,No,7,Merit
STU00866,Engineering,Fall 2024,4,21.0,2.93,81.1,No,34,Need-based
STU00867,Biology,Spring 2024,3,13.6,2.55,67.0,No,28,Department
STU00868,Biology,Fall 2023,3,17.9,2.63,89.6,No,32,Merit
STU00869,Engineering,Fall 2024,3,22.0,3.19,96.4,Yes,50,Need-based
STU00870,Engineering,Fall 2024,5,20.7,2.85,89.6,No,,Merit
STU00871,Mathematics,Fall 2024,4,13.0,2.47,72.9,No,32,Athletic
STU00872,Computer Science,Spring 2024,4,20.1,3.13,80.3,Yes,13,None
STU00873,Business,Fall 2023,4,3.0,2.29,67.3,Yes,14,Merit
STU00874,Business,Fall 2024,4,14.0,3.28,79.6,Yes,27,Need-based
STU00875,Mathematics,Fall 2024,5,16.4,3.12,80.8,No,45,None
STU00876,Mathematics,Spring 2024,3,12.7,2.94,89.9,No,27,Department
STU00877,Mathematics,Fall 2024,3,25.4,2.38,74.6,No,,None
STU00878,Engineering,Fall 2023,6,13.6,3.13,84.7,Yes,17,Merit
STU00879,Biology,Spring 2024,6,7.0,2.28,69.4,No,26,Need-based
STU00880,Business,Spring 2024,5,18.0,2.97,91.6,No,,Department
STU00881,Biology,Spring 2024,5,9.9,2.46,86.0,No,25,Need-based
STU00882,Mathematics,Fall 2023,6,15.9,3.01,85.8,No,28,Department
STU00883,Business,Fall 2023,4,1.0,2.12,75.4,No,5,None
STU00884,Business,Fall 2024,3,15.0,3.08,74.8,Yes,19,Merit
STU00885,Business,Fall 2024,3,21.0,3.68,86.4,No,28,Athletic
STU00886,Business,Fall 2024,4,18.7,3.36,96.6,No,,Need-based
STU00887,Engineering,Spring 2024,5,7.0,2.4,62.0,No,18,Merit
STU00888,Computer Science,Fall 2023,4,23.3,3.63,88.9,No,33,Department
STU00889,Biology,Spring 2024,5,23.1,3.39,93.4,Yes,38,Need-based
STU00890,Computer Science,Fall 2023,6,7.6,2.49,80.0,No,25,Need-based
STU00891,Biology,Spring 2024,6,8.3,2.22,60.4,No,31,Department
STU00892,Computer Science,Spring 2024,6,15.9,2.48,74.9,Yes,28,Need-based
STU00893,Business,Spring 2024,5,4.3,1.31,71.5,No,44,Department
STU00894,Business,Spring 2024,4,10.9,2.58,89.1,No,19,Athletic
STU00895,Computer Science,Fall 2023,6,16.0,2.79,87.4,No,16,Department
STU00896,Business,Fall 2023,4,18.7,2.93,88.9,Yes,,None
STU00897,Engineering,Fall 2023,4,11.4,1.92,61.7,No,35,None
STU00898,Business,Fall 2024,3,10.6,2.92,70.9,No,,Need-based
STU00899,Computer Science,Spring 2024,3,15.1,3.26,90.5,No,15,None
STU00900,Business,Fall 2023,3,27.0,2.8,73.6,Yes,25,Need-based
STU00901,Engineering,Fall 2023,3,21.0,3.5,78.2,Yes,40,None
STU00902,Computer Science,Spring 2024,3,14.5,2.79,84.6,No,21,Merit
STU00903,Computer Science,Spring 2024,3,28.9,3.56,83.0,Yes,25,Need-based
STU00904,Computer Science,Fall 2024,4,17.6,2.91,95.6,No,17,Merit
STU00905,Business,Fall 2023,3,14.9,3.16,85.6,No,19,Need-based
STU00906,Biology,Spring 2024,4,20.5,3.01,75.6,No,24,None
STU00907,Computer Science,Fall 2023,5,13.7,3.25,65.1,No,26,None
STU00908,Computer Science,Fall 2023,5,12.6,3.15,68.7,Yes,37,Athletic
STU00909,Business,Spring 2024,3,8.1,2.37,73.8,No,45,Need-based
STU00910,Engineering,Spring 2024,3,13.8,2.37,55.8,Yes,37,Need-based
STU00911,Engineering,Spring 2024,3,22.1,3.09,75.5,No,39,Need-based
STU00912,Engineering,Fall 2023,5,4.7,2.17,59.8,Yes,5,Department
STU00913,Computer Science,Spring 2024,5,7.6,2.75,100,Yes,12,Athletic
STU00914,Business,Fall 2023,6,12.8,2.66,61.7,No,38,Department
STU00915,Biology,Fall 2024,3,16.1,3.37,82.2,Yes,19,Athletic
STU00916,Biology,Fall 2024,4,1.3,1.81,77.8,No,45,Department
STU00917,Computer Science,Fall 2024,3,21.2,3.39,84.4,Yes,25,Athletic
STU00918,Mathematics,Spring 2024,6,17.1,2.86,76.9,No,9,Athletic
STU00919,Biology,Spring 2024,6,21.7,3.57,80.2,No,45,None
STU00920,Mathematics,Fall 2024,3,10.9,2.02,100,No,,Merit
STU00921,Biology,Fall 2024,3,6.4,2.71,82.3,No,19,Merit
STU00922,Computer Science,Spring 2024,6,17.5,2.71,86.2,No,8,Department
STU00923,Mathematics,Fall 2024,5,30.0,3.1,100,No,27,Need-based
STU00924,Business,Spring 2024,3,21.9,3.47,58.3,No,40,Need-based
STU00925,Biology,Fall 2024,6,12.9,2.81,65.8,No,12,Athletic
STU00926,Mathematics,Spring 2024,6,13.8,3.32,87.5,Yes,9,Merit
STU00927,Biology,Fall 2024,5,11.6,2.06,56.8,No,14,Athletic
STU00928,Biology,Fall 2023,4,7.8,2.93,70.3,No,44,Merit
STU00929,Engineering,Fall 2024,5,12.4,2.84,86.7,Yes,46,Need-based
STU00930,Computer Science,Fall 2023,3,13.0,2.69,82.8,No,11,Need-based
STU00931,Engineering,Spring 2024,6,13.7,2.96,68.3,Yes,42,Athletic
STU00932,Business,Spring 2024,6,15.4,2.58,65.0,No,15,Merit
STU00933,Business,Fall 2023,3,13.9,2.37,79.7,Yes,29,Need-based
STU00934,Biology,Spring 2024,3,9.4,2.83,67.5,No,9,Department
STU00935,Computer Science,Spring 2024,3,13.0,2.57,87.0,No,33,Merit
STU00936,Business,Spring 2024,5,23.3,3.16,81.2,No,24,Merit
STU00937,Business,Fall 2024,3,10.8,2.75,54.3,Yes,11,Need-based
STU00938,Biology,Fall 2023,3,12.9,2.56,92.8,No,15,None
STU00939,Mathematics,Fall 2024,4,18.6,3.62,90.6,No,44,Athletic
STU00940,Biology,Fall 2023,5,3.5,2.13,73.9,No,19,Need-based
STU00941,Mathematics,Fall 2023,4,21.4,2.96,73.6,No,19,Department
STU00942,Engineering,Spring 2024,3,11.2,2.78,87.8,No,5,Department
STU00943,Computer Science,Spring 2024,3,13.4,2.76,68.1,Yes,5,Athletic
STU00944,Computer Science,Fall 2023,5,16.8,2.82,70.0,No,36,Athletic
STU00945,Computer Science,Fall 2023,5,20.1,2.97,63.1,No,22,Merit
STU00946,Biology,Fall 2023,6,6.5,2.49,98.2,No,26,Department
STU00947,Biology,Fall 2024,4,10.0,2.21,76.4,No,57,Athletic
STU00948,Business,Spring 2024,3,10.1,2.64,71.9,No,,Athletic
STU00949,Mathematics,Fall 2024,4,19.9,2.49,63.8,No,12,Department
STU00950,Biology,Fall 2024,6,25.5,3.59,99.8,No,25,None
STU00951,Business,Fall 2023,6,21.6,3.02,64.6,Yes,29,Need-based
STU00952,Business,Spring 2024,5,18.0,2.75,74.7,No,55,Merit
STU00953,Engineering,Fall 2023,6,7.8,2.47,60.4,Yes,28,Department
STU00954,Engineering,Fall 2024,5,13.3,2.58,71.4,Yes,21,Need-based
STU00955,Mathematics,Spring 2024,6,8.4,3.0,77.1,Yes,10,None
STU00956,Engineering,Fall 2024,4,1.8,2.63,72.6,Yes,37,Merit
STU00957,Business,Fall 2023,6,14.6,2.65,63.1,No,26,Department
STU00958,Biology,Fall 2023,3,22.6,3.07,76.7,No,5,None
STU00959,Computer Science,Fall 2024,6,17.6,2.91,85.2,Yes,31,Department
STU00960,Biology,Fall 2024,5,9.6,2.06,62.2,No,33,Athletic
STU00961,Computer Science,Fall 2023,6,24.6,2.74,73.4,No,39,None
STU00962,Engineering,Spring 2024,6,3.0,2.82,70.6,Yes,24,None
STU00963,Mathematics,Fall 2023,6,15.6,2.33,71.4,No,21,Department
STU00964,Business,Spring 2024,6,20.9,3.27,95.2,No,18,Need-based
STU00965,Mathematics,Fall 2023,5,18.8,3.34,80.0,No,8,Merit
STU00966,Business,Fall 2024,6,6.1,2.53,65.4,No,25,None
STU00967,Biology,Spring 2024,3,17.2,2.99,94.1,No,8,Need-based
STU00968,Business,Fall 2024,5,24.0,3.03,80.5,No,32,None
STU00969,Business,Fall 2024,4,8.1,2.35,72.4,Yes,21,Department
STU00970,Mathematics,Fall 2024,5,15.4,3.19,76.5,Yes,47,Need-based
STU00971,Computer Science,Fall 2024,4,31.1,3.32,54.4,No,21,Need-based
STU00972,Biology,Fall 2023,3,10.9,2.54,77.6,No,12,Need-based
STU00973,Business,Fall 2024,4,14.0,2.77,62.9,No,17,Athletic
STU00974,Mathematics,Spring 2024,5,14.5,3.04,72.5,No,5,None
STU00975,Biology,Fall 2023,3,18.2,2.91,86.2,No,15,Need-based
STU00976,Engineering,Fall 2023,5,21.8,3.27,94.0,Yes,25,Athletic
STU00977,Mathematics,Spring 2024,3,12.4,2.83,64.8,Yes,19,Need-based
STU00978,Mathematics,Spring 2024,6,12.4,2.5,65.6,No,6,Department
STU00979,Computer Science,Spring 2024,5,7.8,2.18,82.8,No,23,Athletic
STU00980,Business,Fall 2024,5,12.7,2.48,86.0,No,35,Athletic
STU00981,Business,Spring 2024,5,18.2,3.45,75.3,No,28,None
STU00982,Engineering,Fall 2024,5,16.5,3.08,74.4,Yes,28,Merit
STU00983,Engineering,Fall 2023,5,9.9,2.46,85.1,Yes,,Athletic
STU00984,Biology,Fall 2023,5,7.0,2.23,73.8,No,27,None
STU00985,Mathematics,Spring 2024,5,11.3,2.79,73.7,Yes,9,Merit
STU00986,Mathematics,Fall 2024,4,8.8,3.09,82.8,No,29,Department
STU00987,Mathematics,Fall 2023,6,10.0,3.21,100,Yes,25,Merit
STU00988,Mathematics,Fall 2023,3,10.1,2.41,74.1,No,28,Athletic
STU00989,Mathematics,Fall 2024,6,13.3,3.09,92.8,Yes,40,None
STU00990,Business,Spring 2024,5,9.8,2.41,73.9,No,10,None
STU00991,Biology,Fall 2024,6,14.4,2.46,77.3,No,41,Need-based
STU00992,Engineering,Fall 2023,3,18.1,3.17,68.8,Yes,5,Need-based
STU00993,Business,Fall 2023,4,5.1,2.21,67.1,No,,Athletic
STU00994,Mathematics,Fall 2024,3,17.4,2.87,72.0,No,47,Athletic
STU00995,Mathematics,Fall 2024,6,12.3,2.85,83.6,Yes,53,Need-based
STU00996,Biology,Spring 2024,4,24.4,3.62,94.7,No,,Athletic
STU00997,Business,Fall 2024,3,13.7,2.56,67.6,No,27,Athletic
STU00998,Mathematics,Fall 2023,4,8.5,2.53,82.3,No,25,Department
STU00999,Business,Fall 2024,6,15.7,2.8,79.0,No,32,Need-based
STU01000,Engineering,Fall 2023,4,24.6,3.01,79.2,No,32,Merit
STU01001,Engineering,Fall 2024,6,24.3,3.2,82.0,No,40,None
STU01002,Mathematics,Spring 2024,3,20.9,3.73,60.9,No,13,Department
STU01003,Business,Fall 2024,6,19.4,2.93,72.1,No,14,Department
STU01004,Computer Science,Fall 2023,4,10.6,2.46,81.0,No,32,Need-based
STU01005,Engineering,Fall 2024,5,23.0,2.59,79.9,No,17,None
STU01006,Computer Science,Spring 2024,4,15.0,2.97,72.1,Yes,33,None
STU01007,Mathematics,Spring 2024,3,8.7,2.68,73.8,No,43,Department
STU01008,Mathematics,Fall 2024,3,23.5,3.59,100,No,33,Department
STU01009,Biology,Fall 2024,3,18.1,3.29,100,Yes,33,None
STU01010,Mathematics,Spring 2024,4,6.7,1.79,56.9,No,11,Athletic
STU01011,Mathematics,Fall 2023,4,15.9,2.95,96.5,No,32,Need-based
STU01012,Computer Science,Fall 2024,5,14.8,2.13,91.9,Yes,17,Need-based
STU01013,Business,Spring 2024,4,16.9,2.53,73.2,No,5,Athletic
STU01014,Biology,Fall 2024,6,15.3,2.77,78.4,No,31,Athletic
STU01015,Biology,Fall 2023,5,13.2,2.18,80.4,No,31,Need-based
STU01016,Computer Science,Fall 2024,5,25.9,2.97,74.7,Yes,45,Athletic
STU01017,Business,Fall 2023,5,15.5,2.67,71.3,No,16,Department
STU01018,Engineering,Spring 2024,3,10.7,2.48,93.0,No,18,Merit
STU01019,Biology,Fall 2023,5,12.3,2.97,70.1,No,13,Merit
STU01020,Business,Fall 2024,4,18.7,2.61,88.9,No,6,Merit
STU01021,Engineering,Fall 2024,5,11.1,2.47,66.8,Yes,24,Athletic
STU01022,Engineering,Fall 2023,5,1.4,2.44,84.3,No,19,Athletic
STU01023,Mathematics,Spring 2024,4,13.6,3.07,85.5,Yes,25,Department
STU01024,Engineering,Spring 2024,3,15.5,3.27,72.7,Yes,30,Athletic
STU01025,Engineering,Spring 2024,6,21.4,3.18,67.3,Yes,20,None
STU01026,Business,Spring 2024,5,20.0,3.03,100,Yes,18,Athletic
STU01027,Computer Science,Fall 2024,3,12.8,2.64,90.1,Yes,10,Merit
STU01028,Biology,Spring 2024,4,18.5,3.15,81.0,No,15,Athletic
STU01029,Business,Spring 2024,6,10.4,3.18,80.9,Yes,20,None
STU01030,Mathematics,Spring 2024,4,26.8,3.17,84.2,No,23,None
STU01031,Biology,Fall 2024,4,21.7,3.03,77.9,Yes,16,Merit
STU01032,Mathematics,Spring 2024,5,5.3,2.46,63.0,No,26,Department
STU01033,Biology,Fall 2023,6,7.7,2.67,82.9,No,22,None
STU01034,Biology,Fall 2023,3,15.9,2.86,71.3,Yes,5,Merit
STU01035,Biology,Spring 2024,6,16.3,3.05,69.3,No,28,None
STU01036,Business,Spring 2024,3,26.1,3.49,67.7,Yes,31,Athletic
STU01037,Biology,Spring 2024,4,10.3,2.75,74.2,No,30,Need-based
STU01038,Engineering,Fall 2023,6,16.9,3.01,68.3,No,28,Department
STU01039,Mathematics,Fall 2023,3,4.6,1.97,93.4,No,37,None
STU01040,Computer Science,Fall 2024,6,12.4,2.43,64.8,No,15,Department
STU01041,Business,Fall 2024,6,12.0,2.4,72.2,No,,None
STU01042,Biology,Fall 2023,4,15.6,2.83,77.4,No,38,Need-based
STU01043,Biology,Fall 2024,6,18.6,2.98,55.3,Yes,8,Merit
STU01044,Biology,Spring 2024,5,1.3,2.16,100,No,,Merit
STU01045,Mathematics,Spring 2024,4,24.9,3.66,49.5,Yes,29,Athletic
STU01046,Biology,Fall 2024,6,3.9,1.32,73.1,No,34,Athletic
STU01047,Biology,Fall 2024,4,11.5,2.5,94.1,No,21,None
STU01048,Computer Science,Fall 2024,4,23.5,3.5,95.1,No,5,Need-based
STU01049,Computer Science,Spring 2024,4,17.3,3.05,84.9,No,36,Merit
STU01050,Mathematics,Spring 2024,3,13.3,2.34,72.1,No,,Merit
STU01051,Business,Spring 2024,4,16.7,3.03,96.9,Yes,48,Department
STU01052,Business,Fall 2024,6,18.4,2.32,87.6,No,24,Department
STU01053,Mathematics,Spring 2024,3,20.1,2.78,68.4,No,19,None
STU01054,Biology,Spring 2024,4,13.6,2.4,57.0,No,28,Need-based
STU01055,Mathematics,Spring 2024,5,24.3,3.35,74.7,No,25,Merit
STU01056,Business,Spring 2024,6,21.9,3.1,92.9,No,7,Need-based
STU01057,Computer Science,Spring 2024,6,11.0,1.89,78.6,No,13,Need-based
STU01058,Engineering,Fall 2024,4,15.0,2.35,77.8,No,20,None
STU01059,Mathematics,Fall 2023,6,7.3,2.21,87.7,No,28,Merit
STU01060,Computer Science,Spring 2024,6,26.4,3.21,71.8,Yes,20,None
STU01061,Business,Fall 2024,5,14.9,3.01,65.7,No,31,Merit
STU01062,Business,Spring 2024,4,12.0,2.79,91.2,No,9,Athletic
STU01063,Mathematics,Fall 2023,6,17.8,3.18,80.9,No,15,None
STU01064,Biology,Fall 2024,4,18.2,2.85,59.7,Yes,5,Athletic
STU01065,Business,Fall 2023,5,10.4,2.52,73.9,No,14,None
STU01066,Mathematics,Fall 2023,5,16.3,2.68,77.4,No,25,None
STU01067,Computer Science,Fall 2024,6,14.4,2.84,66.8,Yes,29,None
STU01068,Mathematics,Spring 2024,3,21.7,3.08,55.2,No,31,Department
STU01069,Biology,Fall 2024,4,15.2,2.68,65.2,No,22,Merit
STU01070,Mathematics,Fall 2024,4,5.5,2.48,94.2,Yes,39,None
